username,purchase_amount,num_items,account_age_days,session_duration,failed_login_attempts,geo_location_mismatch,timezone_mismatch,multiple_sessions_same_ip,account_takeover_risk,sudden_ip_change,captcha_triggered,typing_time,paste_detected,mouse_moves_per_second,scroll_depth,total_time_on_page,keystroke_variance,click_count,mouse_click_rate,idle_time_ratio,hover_time,scroll_velocity,user_agent_contains_bot,navigator_webdriver,js_enabled,cookie_enabled,timestamp,is_fraud,is_security_threat,is_behavior_anomaly,is_bot
user145,291.99,8,611,774,2,1,1,1,0.06,0,0,8.84,0,17.37,57,413,0.74,55,1.0,0.03,26,4.32,1,0,1,1,2025-07-14 12:18:00,0,0,1,1
user146,46.52,5,409,763,0,1,1,1,0.7,1,0,5.61,1,8.58,90,870,1.61,83,0.39,0.27,17,2.91,0,1,1,1,2025-07-14 08:57:00,1,1,1,0
user147,613.47,2,846,2868,0,1,1,0,0.01,0,0,4.58,1,24.33,98,1378,1.15,64,0.23,0.07,14,1.09,0,0,1,1,2025-07-14 19:02:00,0,1,0,0
user148,507.65,6,514,2606,1,0,1,1,0.41,1,1,5.47,0,29.94,15,1058,0.86,38,0.81,0.09,21,4.09,1,1,1,1,2025-07-14 11:01:00,0,1,0,0
user149,60.96,5,509,3596,1,0,0,1,0.33,0,1,7.01,0,19.79,27,1016,1.43,40,0.64,0.45,47,3.69,1,1,1,1,2025-07-14 11:16:00,1,1,1,0
user150,285.86,5,582,1774,3,1,1,1,0.69,1,1,1.11,0,37.42,97,122,0.77,66,0.19,0.0,9,2.87,0,1,1,1,2025-07-14 09:17:00,1,1,1,1
user151,909.18,1,147,2032,4,1,0,0,0.77,1,0,8.84,1,33.97,0,1881,1.64,5,0.95,0.41,13,2.82,0,0,1,1,2025-07-14 11:38:00,0,0,1,1
user152,247.17,2,59,3081,0,1,0,1,0.3,1,0,5.02,1,19.98,40,438,0.57,89,0.17,0.26,17,0.89,0,0,1,1,2025-07-14 10:12:00,1,0,0,1
user153,153.45,8,780,141,4,1,0,0,0.81,0,0,4.09,0,38.97,47,1616,1.94,46,0.66,0.28,27,3.45,1,0,1,1,2025-07-14 17:55:00,1,0,1,1
user154,494.56,3,982,663,3,0,1,0,0.29,1,1,2.24,0,34.19,30,922,0.61,5,0.48,0.34,34,4.6,0,1,1,1,2025-07-14 08:37:00,0,0,0,0
user155,985.79,3,628,2030,0,1,0,0,0.45,0,0,4.96,1,33.69,35,1634,1.37,88,0.6,0.22,47,0.92,1,1,1,1,2025-07-14 14:59:00,0,0,0,0
user156,249.63,8,634,1770,0,1,0,1,0.73,1,1,5.47,1,29.9,32,465,1.85,58,0.29,0.06,8,1.69,1,0,1,1,2025-07-14 11:52:00,0,1,1,0
user157,675.41,8,871,2106,4,1,0,1,0.69,1,0,4.63,0,5.51,32,1495,0.52,51,0.72,0.05,25,4.56,1,0,1,1,2025-07-14 14:49:00,1,1,0,1
user158,764.0,2,263,2879,2,0,0,1,0.99,1,1,7.11,0,36.34,81,1014,1.25,43,0.96,0.38,47,1.78,1,1,1,1,2025-07-14 11:48:00,0,0,0,1
user159,245.26,8,639,962,1,0,1,1,0.23,1,0,4.79,0,21.92,22,1953,1.03,34,0.51,0.11,13,3.44,1,1,1,1,2025-07-14 14:26:00,0,1,0,1
user160,730.93,1,719,424,2,1,1,1,0.66,1,1,9.65,1,47.42,59,1722,1.37,11,0.57,0.01,11,2.91,1,0,1,1,2025-07-14 09:08:00,1,0,1,1
user161,374.11,6,858,222,4,1,0,0,0.61,0,0,6.39,0,41.81,86,1342,0.84,26,0.32,0.49,20,3.18,0,0,1,1,2025-07-14 14:17:00,1,0,1,0
user162,635.98,8,886,3179,1,1,0,0,0.92,0,0,8.27,1,31.45,78,574,0.6,54,0.9,0.49,27,2.37,0,0,1,1,2025-07-14 19:29:00,1,1,1,0
user163,637.19,3,572,2618,2,1,1,0,0.16,0,1,1.98,1,16.35,89,1546,1.44,49,0.97,0.19,27,1.85,1,1,1,1,2025-07-14 15:35:00,1,0,1,0
user164,540.42,8,766,3460,1,1,1,1,0.75,1,1,4.58,0,14.17,29,1479,1.13,78,0.81,0.01,35,0.72,0,1,1,1,2025-07-14 14:48:00,0,0,1,1
user165,99.39,1,924,1923,0,0,1,0,0.57,1,0,4.03,0,20.32,88,1583,1.43,76,0.59,0.36,9,3.85,0,0,1,1,2025-07-14 13:57:00,0,0,1,0
user166,836.95,9,435,175,2,0,0,0,0.27,0,1,6.13,1,26.45,44,1626,0.82,95,0.96,0.42,10,3.86,1,0,1,1,2025-07-14 11:08:00,0,1,1,1
user167,327.57,9,556,3048,1,0,1,1,0.47,1,0,8.75,0,18.32,79,126,1.01,14,0.24,0.06,5,3.52,0,0,1,1,2025-07-14 17:09:00,1,1,1,0
user168,194.65,5,311,2444,1,1,0,1,0.33,1,1,1.71,1,28.17,38,1041,1.34,18,0.53,0.07,32,3.4,1,0,1,1,2025-07-14 11:58:00,0,0,0,0
user169,50.37,4,931,940,1,0,0,0,0.58,1,0,1.65,0,12.44,44,901,1.39,50,0.58,0.41,22,1.6,1,0,1,1,2025-07-14 17:37:00,1,0,1,1
user170,594.98,6,590,2844,2,0,1,0,0.89,0,1,8.65,0,49.0,77,900,1.06,79,0.54,0.46,28,0.6,1,1,1,1,2025-07-14 08:28:00,1,1,0,1
user171,680.79,7,358,899,3,0,0,1,0.57,0,0,2.92,0,9.86,80,959,0.92,10,0.82,0.4,17,4.14,1,0,1,1,2025-07-14 18:41:00,1,1,0,1
user172,26.42,5,841,2254,2,1,1,1,0.63,0,0,7.02,0,46.94,11,1346,0.91,25,0.7,0.1,37,2.71,0,1,1,1,2025-07-14 08:26:00,0,1,1,0
user173,516.97,9,942,1406,4,1,0,1,0.52,0,0,5.89,1,46.11,92,963,0.76,66,0.21,0.21,14,1.88,0,1,1,1,2025-07-14 12:53:00,1,1,0,0
user174,234.23,3,989,2550,2,0,1,1,0.05,0,1,8.5,1,28.64,31,789,0.99,23,0.41,0.3,11,0.96,1,1,1,1,2025-07-14 12:31:00,0,0,0,0
user175,648.72,7,58,2944,1,1,0,0,0.23,1,0,2.13,1,37.62,55,1271,0.8,92,0.41,0.08,41,0.78,0,1,1,1,2025-07-14 11:10:00,0,0,1,0
user176,182.62,5,926,1096,0,0,0,0,0.49,1,1,2.17,0,24.62,23,1547,1.45,86,0.61,0.11,36,2.07,1,1,1,1,2025-07-14 13:59:00,0,0,0,1
user177,694.03,7,83,1002,2,0,1,1,0.31,1,1,6.01,1,33.35,12,838,1.35,66,0.36,0.14,49,4.12,1,1,1,1,2025-07-14 16:21:00,1,1,1,0
user178,392.87,2,713,1784,2,0,1,0,0.18,1,1,9.52,1,20.33,19,1474,1.07,87,0.21,0.25,26,4.63,0,1,1,1,2025-07-14 14:25:00,0,1,0,1
user179,937.36,4,270,2394,1,0,1,0,0.5,0,0,4.73,1,18.55,78,1309,0.99,57,0.69,0.26,20,4.54,0,1,1,1,2025-07-14 15:20:00,0,0,0,0
user180,146.15,2,365,2827,0,1,1,1,0.32,0,1,3.94,0,31.02,55,514,0.86,28,0.87,0.41,28,4.64,1,0,1,1,2025-07-14 13:00:00,1,1,1,1
user181,347.66,7,591,1197,0,1,0,0,0.26,1,1,6.46,1,27.42,52,1929,1.3,60,0.94,0.38,18,4.58,0,0,1,1,2025-07-14 19:32:00,0,0,0,1
user182,122.34,2,611,2587,4,1,1,0,0.46,0,1,9.37,0,31.08,67,1081,1.88,66,0.98,0.46,15,2.87,1,0,1,1,2025-07-14 15:38:00,1,1,0,0
user183,925.45,1,269,81,2,1,1,0,0.13,1,0,8.53,0,17.9,53,528,1.53,38,0.8,0.42,23,1.49,1,0,1,1,2025-07-14 16:13:00,0,0,1,0
user184,878.57,9,647,3480,0,0,0,1,0.93,1,1,9.96,1,21.51,33,140,1.62,26,0.23,0.13,27,4.09,0,0,1,1,2025-07-14 16:54:00,1,0,1,1
user185,265.36,1,752,1809,0,1,1,1,0.87,1,1,1.2,0,8.78,27,1004,1.75,72,0.87,0.17,38,1.46,1,1,1,1,2025-07-14 16:32:00,1,0,0,0
user186,663.38,8,304,742,3,0,1,0,0.71,1,1,2.02,1,7.35,49,1111,1.03,61,0.46,0.25,44,1.7,0,1,1,1,2025-07-14 08:40:00,1,0,0,1
user187,819.05,2,940,3013,3,1,0,1,0.11,0,1,6.49,1,16.41,1,1516,0.59,14,0.76,0.01,17,1.55,1,1,1,1,2025-07-14 19:36:00,1,1,1,0
user188,559.65,8,650,1893,0,1,1,1,0.78,1,0,8.39,1,8.34,93,802,1.43,70,0.58,0.45,43,2.82,1,1,1,1,2025-07-14 10:28:00,1,0,0,0
user189,534.35,3,801,2427,4,1,1,1,0.81,0,0,3.57,1,9.67,25,178,0.78,12,0.85,0.02,48,1.95,1,1,1,1,2025-07-14 17:41:00,0,0,1,0
user190,249.43,6,322,185,0,0,1,0,0.77,1,1,3.15,1,41.58,50,816,1.35,42,0.48,0.16,32,1.19,1,0,1,1,2025-07-14 15:36:00,0,0,1,0
user191,102.17,3,621,336,1,0,1,0,0.11,1,1,8.08,0,6.75,46,1913,1.61,66,0.16,0.28,44,2.54,1,0,1,1,2025-07-14 15:34:00,0,0,1,0
user192,898.24,7,847,2059,2,0,1,1,0.64,1,1,1.51,1,34.65,25,1907,1.68,32,0.6,0.26,20,4.43,0,1,1,1,2025-07-14 16:47:00,0,1,0,1
user193,901.41,9,818,1287,4,0,1,0,0.83,1,1,4.32,0,17.27,83,643,0.95,14,0.25,0.33,32,3.07,1,0,1,1,2025-07-14 19:40:00,1,0,0,0
user194,636.77,2,191,2301,1,1,0,0,0.58,0,0,5.55,1,44.22,91,1573,1.27,49,0.97,0.26,8,4.45,0,0,1,1,2025-07-14 12:32:00,1,0,0,1
user195,345.64,5,695,755,4,0,1,0,0.65,1,0,6.04,1,26.82,83,573,1.43,69,0.57,0.11,32,1.38,0,0,1,1,2025-07-14 08:25:00,0,1,1,1
user196,355.72,6,837,1369,1,0,0,0,0.46,0,0,7.56,1,18.75,74,1265,1.73,71,0.6,0.1,16,1.25,0,0,1,1,2025-07-14 17:33:00,1,0,0,1
user197,728.7,4,373,116,2,1,0,0,0.53,1,0,4.19,0,28.29,73,1374,1.64,13,0.92,0.45,20,3.09,1,0,1,1,2025-07-14 11:08:00,0,0,1,0
user198,898.14,4,197,3434,2,1,0,1,0.03,1,1,6.51,0,22.19,60,393,1.98,9,0.66,0.13,40,2.58,0,1,1,1,2025-07-14 15:01:00,1,0,0,1
user199,888.22,4,578,3294,3,0,0,0,0.64,1,1,6.27,0,30.39,22,709,0.51,14,0.37,0.14,24,3.47,0,0,1,1,2025-07-14 16:58:00,1,0,1,1
user200,782.08,2,552,78,1,1,1,0,0.08,0,0,5.93,0,10.15,36,235,1.16,16,0.37,0.21,30,4.08,0,0,1,1,2025-07-14 13:12:00,0,1,1,1
user201,645.61,4,605,3501,3,0,1,0,0.44,1,0,6.76,1,49.86,40,583,0.88,86,0.55,0.07,30,3.88,1,1,1,1,2025-07-14 18:16:00,0,1,0,1
user202,93.3,1,673,2371,1,1,1,1,0.29,1,1,3.34,1,24.15,51,1912,0.68,62,0.88,0.25,26,4.74,1,1,1,1,2025-07-14 16:26:00,1,1,1,1
user203,170.01,6,994,2901,3,0,0,1,0.55,1,1,1.76,0,20.67,82,1435,1.87,25,0.82,0.33,13,2.29,1,1,1,1,2025-07-14 17:49:00,0,1,0,1
user204,899.57,1,557,172,2,0,1,1,0.13,1,1,2.07,0,36.96,81,913,2.0,25,0.97,0.39,9,1.43,1,1,1,1,2025-07-14 08:43:00,0,1,0,0
user205,610.36,6,734,3458,4,0,1,0,0.69,1,1,3.02,0,21.38,48,654,0.77,69,0.16,0.36,21,2.98,0,1,1,1,2025-07-14 10:09:00,0,1,0,1
user206,19.11,1,935,601,3,0,1,1,0.8,0,1,5.5,1,42.5,26,1755,0.56,7,0.34,0.07,38,1.0,1,1,1,1,2025-07-14 08:14:00,0,0,0,1
user207,110.46,6,417,2754,1,0,0,1,0.16,0,0,8.56,0,25.44,5,1855,0.91,73,0.17,0.23,6,1.8,0,1,1,1,2025-07-14 18:22:00,1,0,0,0
user208,666.87,8,885,638,1,1,0,1,0.1,1,0,7.31,0,37.38,73,145,1.75,93,0.78,0.02,11,1.44,1,1,1,1,2025-07-14 15:23:00,1,0,1,1
user209,15.01,2,627,1148,2,0,1,1,0.15,1,1,8.1,1,9.84,65,1359,0.94,68,0.23,0.01,40,2.28,0,0,1,1,2025-07-14 12:51:00,1,0,0,0
user210,169.2,2,423,3423,1,0,0,0,0.88,0,1,4.16,0,43.08,23,1171,0.59,53,0.19,0.22,17,1.0,1,1,1,1,2025-07-14 08:49:00,1,1,1,0
user211,553.25,4,351,84,0,0,0,1,0.53,1,0,4.64,1,38.11,37,297,0.58,76,0.61,0.13,24,0.64,1,1,1,1,2025-07-14 10:25:00,0,0,0,1
user212,694.98,3,229,1632,4,0,1,1,0.47,0,1,4.54,1,14.53,27,183,1.14,21,0.47,0.34,34,3.46,1,0,1,1,2025-07-14 14:09:00,0,0,1,1
user213,655.44,4,912,2108,3,0,0,0,0.11,1,0,2.73,1,11.54,27,642,1.9,77,0.74,0.36,34,3.25,1,1,1,1,2025-07-14 14:56:00,0,1,1,0
user214,232.03,7,172,3018,4,1,0,0,0.65,1,0,1.55,1,19.23,65,1284,0.93,36,0.54,0.45,15,3.69,0,1,1,1,2025-07-14 09:37:00,1,0,0,0
user215,715.06,1,960,1632,2,1,1,1,0.87,0,0,6.32,1,48.92,60,1551,1.14,74,0.48,0.38,35,3.47,1,1,1,1,2025-07-14 09:54:00,1,0,1,0
user216,244.88,6,229,200,3,0,0,0,0.83,1,0,9.9,0,16.56,45,170,0.65,25,0.48,0.02,7,1.01,1,1,1,1,2025-07-14 11:35:00,1,1,0,0
user217,332.15,3,279,1827,3,1,0,1,0.63,0,1,2.5,0,25.53,68,619,1.24,11,0.88,0.19,6,1.81,1,0,1,1,2025-07-14 11:08:00,1,0,0,1
user218,749.03,7,641,707,0,0,0,0,0.08,0,1,1.42,1,6.35,74,997,1.54,11,0.46,0.14,7,1.08,0,0,1,1,2025-07-14 13:52:00,0,0,0,0
user219,653.14,2,915,2295,2,1,0,0,0.11,0,0,8.02,1,22.88,73,1012,0.91,31,0.4,0.19,19,4.29,1,1,1,1,2025-07-14 09:36:00,0,1,1,0
user220,850.73,2,857,3259,1,1,0,1,0.05,1,1,3.27,0,30.71,42,1175,0.95,12,0.4,0.08,21,3.86,1,0,1,1,2025-07-14 09:58:00,0,0,1,0
user221,661.04,4,409,260,0,0,0,0,0.26,0,1,8.47,0,47.89,58,1168,1.76,77,0.28,0.05,11,1.41,0,0,1,1,2025-07-14 13:58:00,1,0,1,1
user222,572.63,1,191,3258,0,1,0,1,0.14,0,1,7.34,1,28.25,1,392,0.52,32,0.87,0.26,9,2.04,0,0,1,1,2025-07-14 15:02:00,1,0,1,0
user223,102.74,3,627,316,4,1,0,0,0.26,1,1,9.51,0,41.86,14,1037,1.45,83,0.23,0.36,38,4.85,0,0,1,1,2025-07-14 19:53:00,1,0,0,0
user224,374.04,9,738,606,4,0,1,1,0.39,1,0,4.68,0,29.62,36,911,1.09,70,0.92,0.35,37,3.17,1,0,1,1,2025-07-14 13:31:00,1,0,0,1
user225,272.55,7,214,2301,4,0,1,0,0.94,1,1,6.96,1,6.84,70,1588,0.95,75,0.36,0.23,49,4.11,0,0,1,1,2025-07-14 17:26:00,1,1,1,1
user226,251.55,7,591,2810,0,1,1,0,0.61,1,0,5.18,0,19.18,19,1673,1.49,51,0.91,0.26,20,1.69,1,1,1,1,2025-07-14 08:27:00,1,0,1,0
user227,973.28,4,565,3235,1,1,1,0,0.83,1,0,6.68,0,30.9,97,966,1.75,86,0.81,0.26,41,1.45,0,1,1,1,2025-07-14 14:42:00,0,0,0,0
user228,399.17,2,850,3396,3,1,0,0,0.71,1,1,5.05,0,47.78,34,479,1.34,90,0.62,0.35,7,4.03,1,0,1,1,2025-07-14 09:03:00,1,0,1,0
user229,893.13,4,822,861,4,0,1,0,0.11,0,0,2.7,0,43.66,33,1106,0.55,14,0.7,0.02,47,3.59,0,0,1,1,2025-07-14 14:23:00,1,1,0,1
user230,634.83,6,237,1001,1,1,1,1,0.74,1,1,5.57,1,15.28,85,1866,1.19,37,0.39,0.35,25,3.56,0,0,1,1,2025-07-14 12:07:00,1,1,1,1
user231,796.86,3,705,3515,2,1,0,0,0.28,0,1,5.76,0,14.9,30,1601,1.19,11,0.62,0.29,45,2.99,0,1,1,1,2025-07-14 18:40:00,0,1,1,0
user232,507.61,1,628,3391,4,1,0,1,0.64,1,0,8.3,1,14.05,86,361,1.32,7,0.36,0.1,12,3.04,1,1,1,1,2025-07-14 10:20:00,0,0,1,0
user233,581.13,8,605,473,3,0,0,1,0.34,0,1,7.62,0,46.51,18,679,1.51,18,0.46,0.02,26,3.81,0,1,1,1,2025-07-14 18:49:00,1,0,0,0
user234,497.59,5,859,2074,2,0,0,1,1.0,0,0,6.97,1,43.37,67,1302,0.53,48,0.79,0.05,9,1.72,1,1,1,1,2025-07-14 08:49:00,0,0,0,1
user235,203.29,5,259,1441,2,0,0,0,0.26,1,0,2.02,1,39.87,23,456,1.25,50,0.32,0.26,21,2.09,0,1,1,1,2025-07-14 18:17:00,0,0,1,0
user236,725.23,4,884,1158,3,0,1,1,0.28,1,1,7.49,0,22.67,83,1542,1.38,65,0.85,0.38,41,4.42,0,1,1,1,2025-07-14 17:13:00,0,0,1,0
user237,287.96,6,450,3486,4,1,0,0,0.93,0,1,5.5,1,27.7,38,797,1.02,40,0.44,0.17,18,1.89,0,0,1,1,2025-07-14 17:01:00,1,1,1,1
user238,34.07,3,542,969,0,0,1,1,0.02,1,1,9.05,1,25.89,91,1324,1.5,17,0.58,0.19,43,2.96,1,1,1,1,2025-07-14 09:07:00,0,0,1,0
user239,649.02,9,205,247,3,1,1,1,0.7,1,0,9.28,1,16.4,53,1136,0.84,20,0.95,0.47,45,3.66,1,1,1,1,2025-07-14 17:44:00,0,0,1,1
user240,185.34,5,699,2075,3,1,0,1,0.73,0,1,1.5,1,27.73,38,542,0.98,84,0.71,0.11,32,5.0,1,1,1,1,2025-07-14 17:10:00,0,1,1,1
user241,941.05,3,938,1373,3,1,1,1,0.84,0,0,8.39,1,6.37,16,825,1.94,9,0.68,0.05,35,2.46,0,0,1,1,2025-07-14 18:05:00,1,1,1,0
user242,954.39,1,996,2152,2,1,1,1,0.97,0,0,1.34,0,10.93,18,1855,1.02,93,0.74,0.17,21,2.43,1,1,1,1,2025-07-14 18:42:00,0,1,1,1
user243,915.72,6,528,2190,1,0,0,0,0.98,1,1,4.3,1,44.9,47,385,1.02,42,0.93,0.37,39,4.29,1,0,1,1,2025-07-14 09:09:00,1,1,0,1
user244,376.46,2,79,1206,0,0,1,1,0.07,1,1,5.88,1,38.83,34,1879,1.39,54,0.32,0.31,44,4.12,0,0,1,1,2025-07-14 09:49:00,0,1,0,0
user245,25.3,3,648,417,4,0,1,1,0.82,1,1,2.33,0,24.03,31,1991,1.96,42,0.65,0.21,26,3.79,0,1,1,1,2025-07-14 17:07:00,1,0,0,1
user246,929.04,1,408,1611,4,0,1,0,0.65,1,0,7.72,0,28.27,46,1381,1.97,60,0.46,0.48,49,2.58,1,1,1,1,2025-07-14 13:02:00,1,0,0,1
user247,433.9,9,987,1149,1,0,0,0,0.65,0,1,1.08,1,21.65,46,669,1.37,67,0.11,0.37,33,1.96,1,1,1,1,2025-07-14 09:31:00,1,0,1,0
user248,966.99,8,681,3043,3,1,0,0,0.13,1,0,2.52,0,38.34,63,1671,0.5,52,0.21,0.03,14,3.24,0,0,1,1,2025-07-14 18:47:00,1,0,0,0
user249,963.98,2,769,1740,0,0,0,1,0.65,0,1,6.23,0,40.29,45,939,1.85,94,0.39,0.37,22,4.44,1,1,1,1,2025-07-14 14:33:00,1,0,0,0
user250,854.48,8,212,2482,4,0,1,1,0.98,1,1,7.43,0,39.35,34,1613,1.36,63,0.61,0.01,39,4.48,0,0,1,1,2025-07-14 17:47:00,0,1,1,0
user251,301.5,9,157,221,4,0,0,1,0.91,1,0,9.25,0,37.52,93,597,1.05,81,0.89,0.33,48,0.99,0,0,1,1,2025-07-14 11:32:00,0,0,0,0
user252,391.25,1,481,3511,3,0,1,1,0.44,0,0,7.35,0,14.2,16,804,1.74,48,0.81,0.11,20,2.43,1,1,1,1,2025-07-14 13:33:00,0,0,0,1
user253,852.63,5,664,3489,1,1,0,1,0.04,1,1,7.05,0,20.21,41,1456,1.1,94,0.6,0.35,11,2.59,1,1,1,1,2025-07-14 08:00:00,1,1,0,1
user254,323.75,8,953,3319,0,1,1,1,0.36,1,1,4.55,1,26.14,28,661,0.55,59,0.17,0.15,34,4.9,0,1,1,1,2025-07-14 16:20:00,1,1,0,1
user255,177.8,2,208,2429,1,1,0,0,0.83,0,1,1.01,1,19.89,69,131,1.73,59,0.36,0.44,23,3.55,1,0,1,1,2025-07-14 19:25:00,1,0,0,1
user256,561.23,4,926,509,1,1,0,0,0.7,1,1,2.08,0,38.97,16,1733,1.32,5,0.43,0.17,27,2.33,0,1,1,1,2025-07-14 14:46:00,0,0,1,1
user257,936.79,7,435,1557,0,1,1,1,0.46,0,1,5.81,0,19.82,80,142,1.01,12,0.66,0.31,12,0.62,1,0,1,1,2025-07-14 10:21:00,1,1,1,0
user258,699.07,3,675,1096,0,0,0,1,0.06,0,0,7.08,1,11.22,13,1474,0.88,8,0.16,0.14,21,3.04,0,1,1,1,2025-07-14 15:26:00,1,0,1,0
user259,574.36,5,501,2291,4,1,1,1,0.43,0,0,4.76,0,22.96,23,1457,1.39,89,0.58,0.46,25,0.93,1,0,1,1,2025-07-14 11:51:00,1,1,0,0
user260,106.2,8,897,2218,4,1,0,1,0.47,0,0,7.58,1,49.1,56,1945,0.81,90,0.91,0.39,30,4.26,1,1,1,1,2025-07-14 14:54:00,1,0,0,0
user261,618.86,3,905,2010,0,1,0,1,0.93,1,0,5.7,0,15.16,49,658,0.99,57,0.73,0.12,32,3.89,0,1,1,1,2025-07-14 13:00:00,0,1,0,1
user262,990.15,4,151,2615,2,0,1,0,0.64,1,1,1.67,1,32.55,56,369,1.45,62,0.82,0.47,43,2.57,1,0,1,1,2025-07-14 16:32:00,1,1,1,0
user263,148.68,9,322,1373,4,0,1,0,0.31,1,0,2.73,1,24.48,60,1946,1.82,41,0.71,0.18,37,2.43,0,0,1,1,2025-07-14 09:59:00,1,1,0,0
user264,523.15,7,174,2402,2,1,1,1,0.53,0,0,8.56,0,8.2,38,1536,1.3,53,0.29,0.33,44,4.54,1,1,1,1,2025-07-14 11:15:00,1,0,0,1
user265,878.6,1,323,3582,0,0,0,0,0.07,1,0,7.52,0,26.95,54,1042,1.64,71,0.2,0.37,23,1.8,1,0,1,1,2025-07-14 14:11:00,1,1,0,1
user266,743.36,4,30,3011,4,0,1,1,0.97,1,1,9.05,0,36.6,95,1698,1.64,23,0.85,0.01,33,1.62,1,0,1,1,2025-07-14 15:36:00,0,1,0,0
user267,700.05,4,91,1298,1,1,0,1,0.36,1,0,2.06,0,28.09,35,1142,1.5,5,0.73,0.48,24,4.73,1,0,1,1,2025-07-14 19:28:00,1,0,1,1
user268,705.46,9,590,1033,0,0,1,1,0.48,1,1,9.91,1,44.24,36,1470,0.87,33,0.62,0.17,24,4.14,0,0,1,1,2025-07-14 10:14:00,0,0,1,1
user269,365.9,6,140,691,3,0,1,0,0.36,0,0,2.88,0,18.0,13,1736,1.8,91,0.27,0.09,14,4.19,0,1,1,1,2025-07-14 15:27:00,0,0,0,0
user270,300.66,9,608,1650,2,0,1,0,0.68,0,1,1.11,1,8.88,26,136,1.15,37,0.64,0.43,16,1.38,1,0,1,1,2025-07-14 17:44:00,1,1,1,1
user271,811.27,6,739,1110,0,1,1,1,0.66,1,0,9.98,0,47.15,82,1742,0.57,56,0.13,0.35,37,1.14,0,1,1,1,2025-07-14 18:10:00,1,1,1,0
user272,812.01,6,942,2840,0,1,1,0,0.72,0,1,3.53,1,22.02,30,191,0.87,45,0.21,0.04,29,0.62,0,1,1,1,2025-07-14 13:47:00,0,1,1,1
user273,868.4,5,993,3362,4,1,1,0,0.27,1,0,7.01,0,30.94,72,1943,1.65,27,0.38,0.06,29,1.57,1,1,1,1,2025-07-14 18:20:00,1,0,0,1
user274,914.11,5,314,1648,4,0,0,1,0.32,1,1,2.59,0,40.64,80,284,0.6,9,0.5,0.36,8,3.98,0,0,1,1,2025-07-14 16:18:00,1,0,1,1
user275,516.23,2,924,2428,4,1,1,0,0.13,1,1,6.22,1,19.59,82,827,0.72,75,0.21,0.04,8,1.58,0,1,1,1,2025-07-14 10:56:00,0,1,1,1
user276,506.5,8,380,3020,3,0,0,0,0.66,0,0,9.14,0,37.23,43,1151,1.54,61,0.21,0.46,13,3.78,1,1,1,1,2025-07-14 16:15:00,0,0,0,0
user277,800.31,8,866,3364,4,0,1,1,0.04,1,1,3.88,0,11.09,67,1671,1.84,10,0.75,0.37,19,1.63,1,1,1,1,2025-07-14 16:51:00,0,0,1,1
user278,653.46,1,862,1753,0,0,1,1,0.6,0,1,7.03,0,18.11,47,471,1.45,53,0.61,0.17,30,2.28,1,1,1,1,2025-07-14 15:56:00,0,1,1,0
user279,704.95,8,393,496,4,1,1,0,0.87,0,0,2.69,0,11.51,56,931,0.83,26,0.58,0.18,19,4.92,1,1,1,1,2025-07-14 18:52:00,0,1,1,0
user280,797.83,5,917,2888,1,1,0,1,0.89,1,0,6.62,0,41.51,74,1653,0.58,81,0.51,0.25,30,1.6,0,0,1,1,2025-07-14 08:48:00,0,0,0,1
user281,891.11,2,454,1616,4,1,0,0,0.45,0,1,4.03,1,15.02,21,444,1.42,80,0.98,0.18,32,2.19,1,1,1,1,2025-07-14 19:41:00,1,1,0,1
user282,344.62,2,434,3534,3,1,1,1,0.46,0,0,2.9,0,37.28,3,1542,0.57,8,0.14,0.39,11,1.85,0,0,1,1,2025-07-14 18:30:00,1,0,1,0
user283,381.83,6,170,1136,1,0,0,1,0.08,1,0,3.82,1,47.45,80,1319,1.42,76,0.26,0.49,36,0.99,0,1,1,1,2025-07-14 16:12:00,1,0,0,1
user284,103.04,9,187,3444,0,1,1,1,0.67,0,0,2.61,0,28.75,71,177,0.84,68,0.68,0.29,16,2.7,1,1,1,1,2025-07-14 15:55:00,1,1,0,1
user285,582.5,1,638,1364,0,0,1,1,0.82,0,1,9.12,0,29.3,45,266,1.86,41,0.22,0.22,39,2.2,0,0,1,1,2025-07-14 08:14:00,1,1,0,0
user286,45.58,6,717,2833,2,1,0,0,0.24,1,1,4.57,1,25.75,58,1213,1.21,35,0.63,0.11,36,3.63,0,0,1,1,2025-07-14 16:37:00,1,0,1,1
user287,470.94,9,904,2138,1,1,0,1,0.42,1,1,3.21,1,19.67,33,363,0.84,41,0.61,0.33,13,4.18,0,1,1,1,2025-07-14 11:38:00,1,0,1,0
user288,547.22,8,499,2444,2,1,0,1,0.84,0,1,5.04,1,26.4,10,1595,1.78,49,0.97,0.34,18,2.95,1,1,1,1,2025-07-14 12:22:00,1,1,0,1
user289,293.68,6,336,242,1,0,0,1,0.88,1,1,3.88,1,32.13,30,1331,0.88,94,0.9,0.34,17,0.64,0,1,1,1,2025-07-14 10:03:00,1,0,1,1
user290,594.92,3,607,3154,1,0,1,0,0.24,1,1,7.7,1,49.37,10,823,0.96,12,0.95,0.01,48,3.29,1,1,1,1,2025-07-14 12:29:00,0,0,0,1
user291,40.2,8,298,2651,3,0,0,0,0.55,0,1,9.74,0,47.2,55,1394,1.75,44,0.2,0.45,37,0.75,1,1,1,1,2025-07-14 08:03:00,0,0,0,1
